Model,TBS1102C
Firmware Version,v1.29.30

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.0004,
Sample Interval,3.2e-07,
Filter Frequency,2e+08,
Record Length,20000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,1
Label,,
TIME,CH1,CH2
2.6038e-03,-2.19922,-2.67156
2.6042e-03,-2.21875,-2.65484
2.6045e-03,-2.24969,-2.60672
2.6048e-03,-2.27047,-2.54953
2.6051e-03,-2.30812,-2.51641
2.6054e-03,-2.32266,-2.46859
2.6058e-03,-2.35734,-2.42813
2.6061e-03,-2.37828,-2.40344
2.6064e-03,-2.40891,-2.33391
2.6067e-03,-2.43094,-2.29188
2.6070e-03,-2.47484,-2.255
2.6074e-03,-2.49422,-2.20094
2.6077e-03,-2.51703,-2.15984
2.6080e-03,-2.54813,-2.13094
2.6083e-03,-2.57125,-2.065
2.6086e-03,-2.60125,-2.01609
2.6090e-03,-2.62953,-1.98234
2.6093e-03,-2.65,-1.92203
2.6096e-03,-2.68125,-1.88312
2.6099e-03,-2.70391,-1.84734
2.6102e-03,-2.74109,-1.7775
2.6106e-03,-2.77453,-1.75469
2.6109e-03,-2.79062,-1.70234
2.6112e-03,-2.82156,-1.64672
2.6115e-03,-2.85266,-1.61609
2.6118e-03,-2.87844,-1.57344
2.6122e-03,-2.90687,-1.51984
2.6125e-03,-2.94266,-1.48609
2.6128e-03,-2.95688,-1.44391
2.6131e-03,-2.98516,-1.38828
2.6134e-03,-3.00031,-1.36469
2.6138e-03,-3.04953,-1.31563
2.6141e-03,-3.0775,-1.26922
2.6144e-03,-3.07969,-1.24281
2.6147e-03,-3.11031,-1.20016
2.6150e-03,-3.14766,-1.14437
2.6154e-03,-3.16203,-1.13391
2.6157e-03,-3.20141,-1.08875
2.6160e-03,-3.21844,-1.02391
2.6163e-03,-3.23922,-1.02984
2.6166e-03,-3.26688,-0.975938
2.6170e-03,-3.29109,-0.951406
2.6173e-03,-3.31578,-0.934531
2.6176e-03,-3.33062,-0.889219
2.6179e-03,-3.35469,-0.849531
2.6182e-03,-3.37547,-0.8475
2.6186e-03,-3.39938,-0.779219
2.6189e-03,-3.42156,-0.773281
2.6192e-03,-3.43125,-0.753594
2.6195e-03,-3.4575,-0.711094
2.6198e-03,-3.47063,-0.692969
2.6202e-03,-3.49781,-0.665937
2.6205e-03,-3.51734,-0.634375
2.6208e-03,-3.52438,-0.622188
2.6211e-03,-3.54625,-0.610781
2.6214e-03,-3.56734,-0.573125
2.6218e-03,-3.57891,-0.555625
2.6221e-03,-3.60547,-0.536875
2.6224e-03,-3.61031,-0.501563
2.6227e-03,-3.635,-0.504219
2.6230e-03,-3.64719,-0.484375
2.6234e-03,-3.65578,-0.468125
2.6237e-03,-3.67375,-0.45375
2.6240e-03,-3.67984,-0.433125
2.6243e-03,-3.69969,-0.403594
2.6246e-03,-3.70812,-0.411406
2.6250e-03,-3.72078,-0.40125
2.6253e-03,-3.73641,-0.365312
2.6256e-03,-3.74422,-0.376719
2.6259e-03,-3.75484,-0.345469
2.6262e-03,-3.7675,-0.327031
2.6266e-03,-3.77609,-0.336094
2.6269e-03,-3.79672,-0.318594
2.6272e-03,-3.80297,-0.293125
2.6275e-03,-3.81922,-0.306875
2.6278e-03,-3.83266,-0.287344
2.6282e-03,-3.84484,-0.292187
2.6285e-03,-3.85219,-0.279688
2.6288e-03,-3.8625,-0.263437
2.6291e-03,-3.86906,-0.265625
2.6294e-03,-3.885,-0.261719
2.6298e-03,-3.88469,-0.240313
2.6301e-03,-3.89453,-0.238281
2.6304e-03,-3.90125,-0.244688
2.6307e-03,-3.91094,-0.219375
2.6310e-03,-3.92656,-0.219375
2.6314e-03,-3.93484,-0.235313
2.6317e-03,-3.93609,-0.205937
2.6320e-03,-3.94641,-0.213594
2.6323e-03,-3.95031,-0.199688
2.6326e-03,-3.96687,-0.199219
2.6330e-03,-3.97594,-0.2
2.6333e-03,-3.99344,-0.183594
2.6336e-03,-3.98438,-0.177813
2.6339e-03,-4.00766,-0.181719
2.6342e-03,-4.00219,-0.178594
2.6346e-03,-4.01406,-0.177656
2.6349e-03,-4.01625,-0.182656
2.6352e-03,-4.02813,-0.166094
2.6355e-03,-4.03812,-0.159531
2.6358e-03,-4.05312,-0.172031
2.6362e-03,-4.05094,-0.153281
2.6365e-03,-4.05438,-0.140313
2.6368e-03,-4.07281,-0.150156
2.6371e-03,-4.08484,-0.143281
2.6374e-03,-4.08422,-0.1425
2.6378e-03,-4.09016,-0.161406
2.6381e-03,-4.09469,-0.152969
2.6384e-03,-4.09203,-0.144844
2.6387e-03,-4.11437,-0.145781
2.6390e-03,-4.11531,-0.134531
2.6394e-03,-4.12703,-0.142031
2.6397e-03,-4.13438,-0.141719
2.6400e-03,-4.14062,-0.137344
2.6403e-03,-4.15109,-0.13375
2.6406e-03,-4.16016,-0.142969
2.6410e-03,-4.15578,-0.118438
2.6413e-03,-4.18234,-0.136563
2.6416e-03,-4.17516,-0.137969
2.6419e-03,-4.18109,-0.120313
2.6422e-03,-4.18156,-0.136406
2.6426e-03,-4.20047,-0.123125
2.6429e-03,-4.19469,-0.112344
2.6432e-03,-4.20063,-0.1275
2.6435e-03,-4.22187,-0.13375
2.6438e-03,-4.21406,-0.12375
2.6442e-03,-4.21641,-0.114687
2.6445e-03,-4.22531,-0.11125
2.6448e-03,-4.22531,-0.101562
2.6451e-03,-4.25547,-0.1375
2.6454e-03,-4.24719,-0.108281
2.6458e-03,-4.25266,-0.0984375
2.6461e-03,-4.26547,-0.113437
2.6464e-03,-4.25641,-0.100781
2.6467e-03,-4.25687,-0.0973438
2.6470e-03,-4.27469,-0.12375
2.6474e-03,-4.29234,-0.104375
2.6477e-03,-4.29875,-0.114531
2.6480e-03,-4.295,-0.119063
2.6483e-03,-4.29641,-0.110156
2.6486e-03,-4.30641,-0.105156
2.6490e-03,-4.32344,-0.126406
2.6493e-03,-4.3275,-0.109219
2.6496e-03,-4.33906,-0.100156
2.6499e-03,-4.34109,-0.109219
2.6502e-03,-4.33547,-0.0917188
2.6506e-03,-4.34781,-0.115312
2.6509e-03,-4.36031,-0.109688
2.6512e-03,-4.35734,-0.0892187
2.6515e-03,-4.36734,-0.108438
2.6518e-03,-4.37453,-0.105625
2.6522e-03,-4.37969,-0.100781
2.6525e-03,-4.38906,-0.106875
2.6528e-03,-4.38203,-0.104219
2.6531e-03,-4.4,-0.0921875
2.6534e-03,-4.41,-0.110156
2.6538e-03,-4.41109,-0.093125
2.6541e-03,-4.41266,-0.0878125
2.6544e-03,-4.42687,-0.106875
2.6547e-03,-4.42766,-0.100312
2.6550e-03,-4.43453,-0.105781
2.6554e-03,-4.43813,-0.109688
2.6557e-03,-4.44594,-0.0998438
2.6560e-03,-4.4475,-0.0842187
2.6563e-03,-4.46469,-0.09875
2.6566e-03,-4.45875,-0.086875
2.6570e-03,-4.47703,-0.107344
2.6573e-03,-4.48813,-0.102031
2.6576e-03,-4.48703,-0.079375
2.6579e-03,-4.49656,-0.09375
2.6582e-03,-4.49859,-0.105
2.6586e-03,-4.51109,-0.0921875
2.6589e-03,-4.51297,-0.103594
2.6592e-03,-4.52531,-0.108438
2.6595e-03,-4.53828,-0.0876563
2.6598e-03,-4.54609,-0.106875
2.6602e-03,-4.53078,-0.085625
2.6605e-03,-4.53609,-0.0842187
2.6608e-03,-4.53906,-0.104844
2.6611e-03,-4.55156,-0.09
2.6614e-03,-4.56125,-0.080625
2.6618e-03,-4.56594,-0.0942188
2.6621e-03,-4.58609,-0.103594
2.6624e-03,-4.57641,-0.086875
2.6627e-03,-4.58859,-0.0917188
2.6630e-03,-4.59953,-0.0775
2.6634e-03,-4.60766,-0.0826563
2.6637e-03,-4.60469,-0.0854687
2.6640e-03,-4.62297,-0.0746875
2.6643e-03,-4.61266,-0.0814062
2.6646e-03,-4.62078,-0.0615625
2.6650e-03,-4.62781,-0.0626562
2.6653e-03,-4.63625,-0.0489062
2.6656e-03,-4.64141,-0.023125
2.6659e-03,-4.63828,-0.0301562
2.6662e-03,-4.64,0.0003125
2.6666e-03,-4.64891,0.0159375
2.6669e-03,-4.64047,-0.00296875
2.6672e-03,-4.64,0.033125
2.6675e-03,-4.64328,0.0279688
2.6678e-03,-4.63344,0.021875
2.6682e-03,-4.63953,0.04375
2.6685e-03,-4.63859,0.0473438
2.6688e-03,-4.6325,0.0479688
2.6691e-03,-4.63063,0.0559375
2.6694e-03,-4.62641,0.06375
2.6698e-03,-4.62312,0.06375
2.6701e-03,-4.61906,0.0790625
2.6704e-03,-4.61703,0.0723437
2.6707e-03,-4.61125,0.0765625
2.6710e-03,-4.60187,0.0892187
2.6714e-03,-4.60484,0.0842187
2.6717e-03,-4.60953,0.0859375
2.6720e-03,-4.60484,0.102344
2.6723e-03,-4.59156,0.0842187
2.6726e-03,-4.58734,0.0851563
2.6730e-03,-4.59375,0.104219
2.6733e-03,-4.58688,0.0939062
2.6736e-03,-4.57516,0.0935938
2.6739e-03,-4.57078,0.103125
2.6742e-03,-4.56844,0.0935938
2.6746e-03,-4.55859,0.0907813
2.6749e-03,-4.55219,0.104531
2.6752e-03,-4.54688,0.110625
2.6755e-03,-4.54125,0.110625
2.6758e-03,-4.54312,0.113594
2.6762e-03,-4.53031,0.104063
2.6765e-03,-4.52516,0.112344
2.6768e-03,-4.51641,0.135625
2.6771e-03,-4.52391,0.105625
2.6774e-03,-4.5075,0.1225
2.6778e-03,-4.50359,0.111563
2.6781e-03,-4.49984,0.105625
2.6784e-03,-4.48234,0.123906
2.6787e-03,-4.48766,0.119375
2.6790e-03,-4.47359,0.113125
2.6794e-03,-4.47156,0.115781
2.6797e-03,-4.475,0.119375
2.6800e-03,-4.47547,0.107656
2.6803e-03,-4.45734,0.115156
2.6806e-03,-4.44828,0.115
2.6810e-03,-4.44937,0.108281
2.6813e-03,-4.43922,0.115
2.6816e-03,-4.43859,0.1175
2.6819e-03,-4.43234,0.106875
2.6822e-03,-4.41312,0.122656
2.6826e-03,-4.41891,0.121406
2.6829e-03,-4.41984,0.114375
2.6832e-03,-4.39156,0.115312
2.6835e-03,-4.39531,0.12
2.6838e-03,-4.39484,0.126094
2.6842e-03,-4.39172,0.134844
2.6845e-03,-4.39578,0.125156
2.6848e-03,-4.36766,0.120469
2.6851e-03,-4.35953,0.116562
2.6854e-03,-4.355,0.111875
2.6858e-03,-4.35813,0.117188
2.6861e-03,-4.34938,0.138437
2.6864e-03,-4.34656,0.122031
2.6867e-03,-4.33891,0.129688
2.6870e-03,-4.33656,0.1325
2.6874e-03,-4.33812,0.116562
2.6877e-03,-4.31813,0.126562
2.6880e-03,-4.32125,0.124531
2.6883e-03,-4.3075,0.124219
2.6886e-03,-4.31203,0.135625
2.6890e-03,-4.29781,0.126094
2.6893e-03,-4.29312,0.137813
2.6896e-03,-4.29547,0.143281
2.6899e-03,-4.28781,0.122969
2.6902e-03,-4.27469,0.119375
2.6906e-03,-4.27531,0.1325
2.6909e-03,-4.26953,0.124531
2.6912e-03,-4.26078,0.14
2.6915e-03,-4.25141,0.125625
2.6918e-03,-4.24797,0.116094
2.6922e-03,-4.23813,0.129375
2.6925e-03,-4.23922,0.137656
2.6928e-03,-4.23391,0.123281
2.6931e-03,-4.23062,0.137344
2.6934e-03,-4.22547,0.127656
2.6938e-03,-4.21656,0.127188
2.6941e-03,-4.21422,0.135
2.6944e-03,-4.20063,0.139531
2.6947e-03,-4.205,0.137656
2.6950e-03,-4.19813,0.144219
2.6954e-03,-4.19078,0.132188
2.6957e-03,-4.18734,0.122813
2.6960e-03,-4.18953,0.13375
2.6963e-03,-4.18547,0.137813
2.6966e-03,-4.16484,0.125469
2.6970e-03,-4.17391,0.137187
2.6973e-03,-4.15969,0.129375
2.6976e-03,-4.15297,0.139531
2.6979e-03,-4.14703,0.150469
2.6982e-03,-4.14562,0.137656
2.6986e-03,-4.13797,0.12625
2.6989e-03,-4.12125,0.148906
2.6992e-03,-4.11406,0.140156
2.6995e-03,-4.11328,0.146094
2.6998e-03,-4.10969,0.152656
2.7002e-03,-4.10047,0.134219
2.7005e-03,-4.09312,0.135938
2.7008e-03,-4.07891,0.152031
2.7011e-03,-4.07469,0.144063
2.7014e-03,-4.085,0.13625
2.7018e-03,-4.06969,0.151563
2.7021e-03,-4.07078,0.140781
2.7024e-03,-4.06469,0.140625
2.7027e-03,-4.04578,0.157812
2.7030e-03,-4.04,0.134063
2.7034e-03,-4.03531,0.155156
2.7037e-03,-4.04156,0.152812
2.7040e-03,-4.03391,0.141406
2.7043e-03,-4.03906,0.149375
2.7046e-03,-4.01734,0.150156
2.7050e-03,-4.015,0.153125
2.7053e-03,-4.00469,0.15625
2.7056e-03,-3.99578,0.156875
2.7059e-03,-3.99078,0.151406
2.7062e-03,-3.98594,0.153438
2.7066e-03,-3.99016,0.145156
2.7069e-03,-3.97609,0.132188
2.7072e-03,-3.96563,0.15375
2.7075e-03,-3.95406,0.138281
2.7078e-03,-3.95859,0.156875
2.7082e-03,-3.95141,0.156094
2.7085e-03,-3.96328,0.152812
2.7088e-03,-3.93703,0.138437
2.7091e-03,-3.94313,0.171406
2.7094e-03,-3.92703,0.160938
2.7098e-03,-3.91219,0.146406
2.7101e-03,-3.92844,0.156875
2.7104e-03,-3.92016,0.154688
2.7107e-03,-3.90953,0.165938
2.7110e-03,-3.89922,0.165313
2.7114e-03,-3.90313,0.13625
2.7117e-03,-3.87938,0.151875
2.7120e-03,-3.87531,0.168125
2.7123e-03,-3.875,0.153438
2.7126e-03,-3.87281,0.161562
2.7130e-03,-3.86219,0.163438
2.7133e-03,-3.86016,0.147187
2.7136e-03,-3.87,0.152969
2.7139e-03,-3.85375,0.163281
2.7142e-03,-3.84391,0.150156
2.7146e-03,-3.84531,0.166719
2.7149e-03,-3.82891,0.164219
2.7152e-03,-3.82672,0.164062
2.7155e-03,-3.82563,0.158594
2.7158e-03,-3.80578,0.162344
2.7162e-03,-3.81531,0.167969
2.7165e-03,-3.79359,0.168437
2.7168e-03,-3.80219,0.174531
2.7171e-03,-3.78016,0.148594
2.7174e-03,-3.78375,0.171875
2.7178e-03,-3.7875,0.153438
2.7181e-03,-3.76656,0.156406
2.7184e-03,-3.75922,0.179375
2.7187e-03,-3.76578,0.170781
2.7190e-03,-3.75969,0.162969
2.7194e-03,-3.74766,0.179375
2.7197e-03,-3.73797,0.168281
2.7200e-03,-3.745,0.172187
2.7203e-03,-3.73266,0.174687
2.7206e-03,-3.72953,0.177031
2.7210e-03,-3.71766,0.172656
2.7213e-03,-3.71672,0.182031
2.7216e-03,-3.71047,0.175937
2.7219e-03,-3.70672,0.168906
2.7222e-03,-3.70359,0.187812
2.7226e-03,-3.68922,0.165313
2.7229e-03,-3.68984,0.1925
2.7232e-03,-3.67953,0.182188
2.7235e-03,-3.67016,0.162656
2.7238e-03,-3.66219,0.19
2.7242e-03,-3.67547,0.183281
2.7245e-03,-3.64891,0.180625
2.7248e-03,-3.65484,0.187031
2.7251e-03,-3.65203,0.184062
2.7254e-03,-3.64375,0.179688
2.7258e-03,-3.64062,0.189062
2.7261e-03,-3.63266,0.176094
2.7264e-03,-3.6325,0.177813
2.7267e-03,-3.60984,0.19
2.7270e-03,-3.61625,0.18875
2.7274e-03,-3.61172,0.17875
2.7277e-03,-3.62172,0.197656
2.7280e-03,-3.59797,0.189844
2.7283e-03,-3.59781,0.178281
2.7286e-03,-3.5875,0.198438
2.7290e-03,-3.58766,0.173437
2.7293e-03,-3.57516,0.202813
2.7296e-03,-3.57266,0.19625
2.7299e-03,-3.55953,0.182344
2.7302e-03,-3.55187,0.201406
2.7306e-03,-3.54875,0.203125
2.7309e-03,-3.53984,0.189219
2.7312e-03,-3.54375,0.198438
2.7315e-03,-3.54281,0.201719
2.7318e-03,-3.52172,0.190781
2.7322e-03,-3.51531,0.196094
2.7325e-03,-3.52391,0.209375
2.7328e-03,-3.51297,0.179844
2.7331e-03,-3.50828,0.195312
2.7334e-03,-3.50969,0.204687
2.7338e-03,-3.50156,0.191406
2.7341e-03,-3.49344,0.194062
2.7344e-03,-3.48625,0.201875
2.7347e-03,-3.4825,0.185312
2.7350e-03,-3.47594,0.208594
2.7354e-03,-3.47344,0.201094
2.7357e-03,-3.46484,0.200781
2.7360e-03,-3.44125,0.218594
2.7363e-03,-3.45359,0.199531
2.7366e-03,-3.44453,0.201719
2.7370e-03,-3.43406,0.2075
2.7373e-03,-3.44109,0.200469
2.7376e-03,-3.42813,0.205313
2.7379e-03,-3.42453,0.214688
2.7382e-03,-3.41609,0.21125
2.7386e-03,-3.41516,0.205156
2.7389e-03,-3.39484,0.223906
2.7392e-03,-3.40187,0.200313
2.7395e-03,-3.40047,0.209219
2.7398e-03,-3.38734,0.220938
2.7402e-03,-3.37078,0.215469
2.7405e-03,-3.37188,0.215313
2.7408e-03,-3.365,0.213438
2.7411e-03,-3.36,0.203906
2.7414e-03,-3.36016,0.225312
2.7418e-03,-3.35516,0.223281
2.7421e-03,-3.34172,0.210313
2.7424e-03,-3.34453,0.228125
2.7427e-03,-3.34625,0.216094
2.7430e-03,-3.32,0.2075
2.7434e-03,-3.33172,0.232813
2.7437e-03,-3.32469,0.233594
2.7440e-03,-3.31078,0.229063
2.7443e-03,-3.31984,0.226406
2.7446e-03,-3.29875,0.225469
2.7450e-03,-3.29625,0.2275
2.7453e-03,-3.29563,0.238594
2.7456e-03,-3.29453,0.227656
2.7459e-03,-3.27922,0.232031
2.7462e-03,-3.27469,0.23625
2.7466e-03,-3.2575,0.224531
2.7469e-03,-3.26875,0.225938
2.7472e-03,-3.25813,0.256094
2.7475e-03,-3.25016,0.213906
2.7478e-03,-3.23906,0.236406
2.7482e-03,-3.2325,0.245469
2.7485e-03,-3.23672,0.235625
2.7488e-03,-3.23,0.242813
2.7491e-03,-3.21359,0.242031
2.7494e-03,-3.22859,0.228594
2.7498e-03,-3.21687,0.231094
2.7501e-03,-3.20906,0.241563
2.7504e-03,-3.1975,0.232031
2.7507e-03,-3.19125,0.244219
2.7510e-03,-3.18484,0.245313
2.7514e-03,-3.18797,0.226094
2.7517e-03,-3.18516,0.245156
2.7520e-03,-3.17234,0.2375
2.7523e-03,-3.16703,0.235313
2.7526e-03,-3.15953,0.24375
2.7530e-03,-3.15641,0.238906
2.7533e-03,-3.14969,0.238594
2.7536e-03,-3.14797,0.253906
2.7539e-03,-3.14328,0.257031
2.7542e-03,-3.12938,0.232344
2.7546e-03,-3.125,0.261406
2.7549e-03,-3.11172,0.236094
2.7552e-03,-3.11437,0.254531
2.7555e-03,-3.10797,0.255
2.7558e-03,-3.10562,0.25125
2.7562e-03,-3.08859,0.252031
2.7565e-03,-3.08484,0.257969
2.7568e-03,-3.09,0.249062
2.7571e-03,-3.07703,0.252344
2.7574e-03,-3.06672,0.262031
2.7578e-03,-3.06766,0.250156
2.7581e-03,-3.06641,0.269531
2.7584e-03,-3.05172,0.280469
2.7587e-03,-3.04031,0.250312
2.7590e-03,-3.05047,0.265781
2.7594e-03,-3.03187,0.261875
2.7597e-03,-3.02937,0.255469
2.7600e-03,-3.02828,0.26875
2.7603e-03,-3.01875,0.266875
2.7606e-03,-3.01672,0.251719
2.7610e-03,-3.01734,0.2725
2.7613e-03,-2.995,0.269688
2.7616e-03,-3.00469,0.265156
2.7619e-03,-2.98766,0.279219
2.7622e-03,-3.00422,0.262656
2.7626e-03,-2.97562,0.260937
2.7629e-03,-2.97906,0.2875
2.7632e-03,-2.96203,0.271562
2.7635e-03,-2.96891,0.251406
2.7638e-03,-2.95469,0.294375
2.7642e-03,-2.95672,0.26125
2.7645e-03,-2.95328,0.279062
2.7648e-03,-2.94969,0.266562
2.7651e-03,-2.92563,0.270156
2.7654e-03,-2.92984,0.277344
2.7658e-03,-2.92313,0.294219
2.7661e-03,-2.92813,0.2825
2.7664e-03,-2.91531,0.268281
2.7667e-03,-2.91797,0.291719
2.7670e-03,-2.91047,0.279062
2.7674e-03,-2.90453,0.29125
2.7677e-03,-2.885,0.294063
2.7680e-03,-2.89703,0.283281
2.7683e-03,-2.89109,0.302187
2.7686e-03,-2.86875,0.293906
2.7690e-03,-2.87484,0.289375
2.7693e-03,-2.86922,0.29
2.7696e-03,-2.85813,0.292031
2.7699e-03,-2.84922,0.290313
2.7702e-03,-2.84938,0.293906
2.7706e-03,-2.85281,0.300312
2.7709e-03,-2.83266,0.292656
2.7712e-03,-2.83453,0.311563
2.7715e-03,-2.82453,0.302031
2.7718e-03,-2.82906,0.29875
2.7722e-03,-2.81891,0.297344
2.7725e-03,-2.81578,0.292031
2.7728e-03,-2.81656,0.291719
2.7731e-03,-2.7925,0.306406
2.7734e-03,-2.80234,0.301875
2.7738e-03,-2.78938,0.298281
2.7741e-03,-2.77625,0.311094
2.7744e-03,-2.77578,0.308125
2.7747e-03,-2.75953,0.299063
2.7750e-03,-2.7575,0.304531
2.7754e-03,-2.75391,0.296875
2.7757e-03,-2.75203,0.307656
2.7760e-03,-2.75359,0.316563
2.7763e-03,-2.74797,0.316875
2.7766e-03,-2.73734,0.298438
2.7770e-03,-2.71859,0.335469
2.7773e-03,-2.72641,0.293594
2.7776e-03,-2.71906,0.302969
2.7779e-03,-2.7175,0.319844
2.7782e-03,-2.7225,0.300781
2.7786e-03,-2.69313,0.305781
2.7789e-03,-2.70328,0.318281
2.7792e-03,-2.68203,0.3125
2.7795e-03,-2.68063,0.325937
2.7798e-03,-2.67437,0.328594
2.7802e-03,-2.6775,0.324219
2.7805e-03,-2.67203,0.328906
2.7808e-03,-2.67203,0.330937
2.7811e-03,-2.67922,0.325469
2.7814e-03,-2.65297,0.337188
2.7818e-03,-2.65578,0.329844
2.7821e-03,-2.64656,0.327813
2.7824e-03,-2.65031,0.35
2.7827e-03,-2.63719,0.336094
2.7830e-03,-2.63125,0.335313
2.7834e-03,-2.62734,0.345
2.7837e-03,-2.61484,0.335156
2.7840e-03,-2.625,0.337344
2.7843e-03,-2.60875,0.347344
2.7846e-03,-2.59281,0.351562
2.7850e-03,-2.59641,0.342656
2.7853e-03,-2.605,0.359687
2.7856e-03,-2.59047,0.336562
2.7859e-03,-2.56922,0.348594
2.7862e-03,-2.56625,0.349062
2.7866e-03,-2.56312,0.333594
2.7869e-03,-2.56703,0.351406
2.7872e-03,-2.55391,0.358125
2.7875e-03,-2.55313,0.339219
2.7878e-03,-2.54656,0.356719
2.7882e-03,-2.54062,0.3725
2.7885e-03,-2.54547,0.351094
2.7888e-03,-2.525,0.366563
2.7891e-03,-2.54219,0.360156
2.7894e-03,-2.51703,0.344844
2.7898e-03,-2.51359,0.372812
2.7901e-03,-2.51531,0.356406
2.7904e-03,-2.50625,0.352813
2.7907e-03,-2.50766,0.375938
2.7910e-03,-2.49375,0.357656
2.7914e-03,-2.49016,0.355156
2.7917e-03,-2.48,0.393906
2.7920e-03,-2.47672,0.374531
2.7923e-03,-2.46891,0.366563
2.7926e-03,-2.46937,0.375781
2.7930e-03,-2.46734,0.371563
2.7933e-03,-2.46375,0.373125
2.7936e-03,-2.44234,0.378906
2.7939e-03,-2.43859,0.370938
2.7942e-03,-2.44578,0.387344
2.7946e-03,-2.44,0.38125
2.7949e-03,-2.42797,0.375469
2.7952e-03,-2.43,0.37875
2.7955e-03,-2.41734,0.40625
2.7958e-03,-2.41844,0.375
2.7962e-03,-2.39531,0.39125
2.7965e-03,-2.40844,0.391406
2.7968e-03,-2.40344,0.391406
2.7971e-03,-2.39016,0.403281
2.7974e-03,-2.39297,0.39625
2.7978e-03,-2.38,0.384375
2.7981e-03,-2.38313,0.408594
2.7984e-03,-2.36953,0.400938
2.7987e-03,-2.36031,0.395313
2.7990e-03,-2.35516,0.406094
2.7994e-03,-2.35297,0.40125
2.7997e-03,-2.34828,0.409219
2.8000e-03,-2.34797,0.419531
2.8003e-03,-2.34859,0.403125
2.8006e-03,-2.32844,0.398281
2.8010e-03,-2.32734,0.412031
2.8013e-03,-2.32047,0.413906
2.8016e-03,-2.32484,0.401719
2.8019e-03,-2.31469,0.414531
2.8022e-03,-2.31781,0.417969
2.8026e-03,-2.31281,0.411719
2.8029e-03,-2.3075,0.424063
2.8032e-03,-2.29797,0.423594
2.8035e-03,-2.28094,0.416406
2.8038e-03,-2.28578,0.441563
2.8042e-03,-2.28141,0.418281
2.8045e-03,-2.27109,0.420156
2.8048e-03,-2.27531,0.427344
2.8051e-03,-2.26359,0.424687
2.8054e-03,-2.26875,0.420781
2.8058e-03,-2.25031,0.456719
2.8061e-03,-2.23531,0.4225
2.8064e-03,-2.23438,0.445156
2.8067e-03,-2.23906,0.445
2.8070e-03,-2.21891,0.437969
2.8074e-03,-2.22266,0.451406
2.8077e-03,-2.22812,0.450313
2.8080e-03,-2.22328,0.429063
2.8083e-03,-2.20891,0.447969
2.8086e-03,-2.20656,0.441406
2.8090e-03,-2.18875,0.438125
2.8093e-03,-2.195,0.456094
2.8096e-03,-2.18688,0.462656
2.8099e-03,-2.18547,0.453125
2.8102e-03,-2.18078,0.474375
2.8106e-03,-2.16141,0.467344
2.8109e-03,-2.16672,0.455
2.8112e-03,-2.17281,0.478125
2.8115e-03,-2.15016,0.463594
2.8118e-03,-2.15906,0.4675
2.8122e-03,-2.13687,0.480156
2.8125e-03,-2.14312,0.482969
2.8128e-03,-2.12922,0.465625
2.8131e-03,-2.13016,0.48625
2.8134e-03,-2.12328,0.472187
2.8138e-03,-2.11656,0.472969
2.8141e-03,-2.11484,0.494531
2.8144e-03,-2.10406,0.47625
2.8147e-03,-2.11187,0.488125
2.8150e-03,-2.09187,0.486406
2.8154e-03,-2.09687,0.481406
2.8157e-03,-2.07094,0.491719
2.8160e-03,-2.07578,0.50125
2.8163e-03,-2.08562,0.489375
2.8166e-03,-2.0675,0.504375
2.8170e-03,-2.06312,0.502188
2.8173e-03,-2.06594,0.49
2.8176e-03,-2.05406,0.505625
2.8179e-03,-2.05094,0.502031
2.8182e-03,-2.04328,0.492656
2.8186e-03,-2.03406,0.514219
2.8189e-03,-2.02953,0.514531
2.8192e-03,-2.03,0.500938
2.8195e-03,-2.01359,0.523125
2.8198e-03,-2.01344,0.52625
2.8202e-03,-2.01562,0.509375
2.8205e-03,-2.00016,0.523125
2.8208e-03,-2.01234,0.529062
2.8211e-03,-1.99219,0.531719
2.8214e-03,-1.99094,0.534844
2.8218e-03,-1.97656,0.519844
2.8221e-03,-1.97109,0.531406
2.8224e-03,-1.98,0.544219
2.8227e-03,-1.96562,0.529375
2.8230e-03,-1.97063,0.539687
2.8234e-03,-1.95922,0.544219
2.8237e-03,-1.95312,0.532969
2.8240e-03,-1.94938,0.54125
2.8243e-03,-1.95516,0.5525
2.8246e-03,-1.95344,0.535156
2.8250e-03,-1.93312,0.557813
2.8253e-03,-1.93813,0.550156
2.8256e-03,-1.92,0.549375
2.8259e-03,-1.92891,0.557188
2.8262e-03,-1.9175,0.558125
2.8266e-03,-1.91406,0.555625
2.8269e-03,-1.90437,0.566562
2.8272e-03,-1.90469,0.57
2.8275e-03,-1.89219,0.548281
2.8278e-03,-1.89734,0.58125
2.8282e-03,-1.88062,0.573281
2.8285e-03,-1.875,0.55875
2.8288e-03,-1.86469,0.586875
2.8291e-03,-1.87828,0.583594
2.8294e-03,-1.87062,0.573281
2.8298e-03,-1.86281,0.58375
2.8301e-03,-1.86,0.572656
2.8304e-03,-1.85672,0.589219
2.8307e-03,-1.84656,0.607969
2.8310e-03,-1.83922,0.586875
2.8314e-03,-1.83922,0.584844
2.8317e-03,-1.83391,0.599375
2.8320e-03,-1.82969,0.588906
2.8323e-03,-1.8325,0.59625
2.8326e-03,-1.825,0.610938
2.8330e-03,-1.81484,0.596719
