Model,TBS1102C
Firmware Version,v1.29.30

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.0004,
Sample Interval,3.2e-07,
Filter Frequency,2e+08,
Record Length,20000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,1
Label,,
TIME,CH1,CH2
-1.7395e-03,3.05609,-0.236406
-1.7392e-03,3.05672,-0.222812
-1.7389e-03,3.04641,-0.217188
-1.7386e-03,3.04563,-0.243906
-1.7382e-03,3.04281,-0.227188
-1.7379e-03,3.02859,-0.222969
-1.7376e-03,3.02484,-0.242656
-1.7373e-03,3.01656,-0.224844
-1.7370e-03,3.02797,-0.221875
-1.7366e-03,3.00703,-0.239531
-1.7363e-03,2.99344,-0.219688
-1.7360e-03,2.99641,-0.231875
-1.7357e-03,2.98828,-0.233594
-1.7354e-03,2.9875,-0.231406
-1.7350e-03,2.97969,-0.238125
-1.7347e-03,2.96516,-0.230625
-1.7344e-03,2.98031,-0.219219
-1.7341e-03,2.955,-0.23625
-1.7338e-03,2.95828,-0.239531
-1.7334e-03,2.94844,-0.23
-1.7331e-03,2.94953,-0.241094
-1.7328e-03,2.93969,-0.235625
-1.7325e-03,2.93188,-0.24375
-1.7322e-03,2.91984,-0.263906
-1.7318e-03,2.93094,-0.237969
-1.7315e-03,2.91312,-0.240156
-1.7312e-03,2.91906,-0.248906
-1.7309e-03,2.90359,-0.247656
-1.7306e-03,2.905,-0.24875
-1.7302e-03,2.89922,-0.267031
-1.7299e-03,2.89547,-0.240156
-1.7296e-03,2.87906,-0.251094
-1.7293e-03,2.87312,-0.278281
-1.7290e-03,2.86672,-0.255156
-1.7286e-03,2.86938,-0.252188
-1.7283e-03,2.86359,-0.270156
-1.7280e-03,2.84422,-0.2525
-1.7277e-03,2.83438,-0.270156
-1.7274e-03,2.83781,-0.277656
-1.7270e-03,2.82641,-0.255781
-1.7267e-03,2.83625,-0.265313
-1.7264e-03,2.83344,-0.280313
-1.7261e-03,2.82594,-0.253437
-1.7258e-03,2.80609,-0.271406
-1.7254e-03,2.81,-0.267188
-1.7251e-03,2.80938,-0.249375
-1.7248e-03,2.80219,-0.286406
-1.7245e-03,2.79156,-0.273438
-1.7242e-03,2.78891,-0.253594
-1.7238e-03,2.78547,-0.276875
-1.7235e-03,2.78406,-0.284375
-1.7232e-03,2.77563,-0.265313
-1.7229e-03,2.78594,-0.28
-1.7226e-03,2.75859,-0.281406
-1.7222e-03,2.75203,-0.263437
-1.7219e-03,2.75484,-0.291719
-1.7216e-03,2.74844,-0.282813
-1.7213e-03,2.73781,-0.267656
-1.7210e-03,2.74297,-0.284844
-1.7206e-03,2.72359,-0.289219
-1.7203e-03,2.72562,-0.277813
-1.7200e-03,2.71687,-0.290938
-1.7197e-03,2.70953,-0.301406
-1.7194e-03,2.71141,-0.286562
-1.7190e-03,2.70625,-0.293594
-1.7187e-03,2.70281,-0.27625
-1.7184e-03,2.69609,-0.295781
-1.7181e-03,2.68391,-0.304219
-1.7178e-03,2.68516,-0.289219
-1.7174e-03,2.67625,-0.302031
-1.7171e-03,2.68375,-0.301719
-1.7168e-03,2.66797,-0.302656
-1.7165e-03,2.65609,-0.304219
-1.7162e-03,2.66359,-0.300312
-1.7158e-03,2.65563,-0.292187
-1.7155e-03,2.64578,-0.299219
-1.7152e-03,2.63734,-0.311719
-1.7149e-03,2.64188,-0.294063
-1.7146e-03,2.63187,-0.303281
-1.7142e-03,2.62969,-0.308281
-1.7139e-03,2.62531,-0.310781
-1.7136e-03,2.60109,-0.310625
-1.7133e-03,2.60375,-0.304688
-1.7130e-03,2.60719,-0.298594
-1.7126e-03,2.59219,-0.3125
-1.7123e-03,2.59031,-0.314375
-1.7120e-03,2.58719,-0.305156
-1.7117e-03,2.58359,-0.325625
-1.7114e-03,2.57187,-0.315781
-1.7110e-03,2.56641,-0.305781
-1.7107e-03,2.56172,-0.332813
-1.7104e-03,2.55297,-0.320781
-1.7101e-03,2.54391,-0.312188
-1.7098e-03,2.54547,-0.348438
-1.7094e-03,2.54359,-0.326094
-1.7091e-03,2.52172,-0.330781
-1.7088e-03,2.52609,-0.345156
-1.7085e-03,2.50969,-0.34125
-1.7082e-03,2.5275,-0.34625
-1.7078e-03,2.50687,-0.340469
-1.7075e-03,2.49375,-0.337813
-1.7072e-03,2.49891,-0.347969
-1.7069e-03,2.50313,-0.350781
-1.7066e-03,2.48922,-0.329844
-1.7062e-03,2.48563,-0.342969
-1.7059e-03,2.47984,-0.360625
-1.7056e-03,2.48672,-0.340781
-1.7053e-03,2.47578,-0.351406
-1.7050e-03,2.44797,-0.358906
-1.7046e-03,2.45359,-0.345313
-1.7043e-03,2.44547,-0.358594
-1.7040e-03,2.43344,-0.346875
-1.7037e-03,2.43266,-0.338438
-1.7034e-03,2.42609,-0.363438
-1.7030e-03,2.41391,-0.353438
-1.7027e-03,2.41484,-0.346719
-1.7024e-03,2.42641,-0.361406
-1.7021e-03,2.40141,-0.355625
-1.7018e-03,2.40797,-0.353281
-1.7014e-03,2.38719,-0.374844
-1.7011e-03,2.37594,-0.373281
-1.7008e-03,2.38781,-0.357969
-1.7005e-03,2.375,-0.384844
-1.7002e-03,2.37406,-0.360312
-1.6998e-03,2.3725,-0.3825
-1.6995e-03,2.38203,-0.380312
-1.6992e-03,2.35078,-0.369063
-1.6989e-03,2.34641,-0.384219
-1.6986e-03,2.34844,-0.395625
-1.6982e-03,2.33375,-0.372969
-1.6979e-03,2.33594,-0.379688
-1.6976e-03,2.3225,-0.388281
-1.6973e-03,2.32297,-0.372031
-1.6970e-03,2.31969,-0.400938
-1.6966e-03,2.30734,-0.39625
-1.6963e-03,2.305,-0.378281
-1.6960e-03,2.29547,-0.410781
-1.6957e-03,2.29,-0.403906
-1.6954e-03,2.27813,-0.382969
-1.6950e-03,2.29031,-0.41125
-1.6947e-03,2.28234,-0.396562
-1.6944e-03,2.27109,-0.400625
-1.6941e-03,2.26938,-0.414531
-1.6938e-03,2.25078,-0.416094
-1.6934e-03,2.265,-0.39125
-1.6931e-03,2.25641,-0.41
-1.6928e-03,2.25313,-0.411094
-1.6925e-03,2.23156,-0.404844
-1.6922e-03,2.22781,-0.40375
-1.6918e-03,2.22875,-0.400156
-1.6915e-03,2.23109,-0.413125
-1.6912e-03,2.21359,-0.420156
-1.6909e-03,2.20625,-0.41125
-1.6906e-03,2.21062,-0.416875
-1.6902e-03,2.19984,-0.425781
-1.6899e-03,2.19391,-0.41375
-1.6896e-03,2.185,-0.414844
-1.6893e-03,2.19406,-0.424531
-1.6890e-03,2.18172,-0.423594
-1.6886e-03,2.18391,-0.44375
-1.6883e-03,2.17969,-0.439219
-1.6880e-03,2.17828,-0.421094
-1.6877e-03,2.16656,-0.422969
-1.6874e-03,2.15375,-0.452031
-1.6870e-03,2.14828,-0.427812
-1.6867e-03,2.13625,-0.434375
-1.6864e-03,2.13547,-0.449219
-1.6861e-03,2.14375,-0.432344
-1.6858e-03,2.13391,-0.445937
-1.6854e-03,2.12703,-0.465938
-1.6851e-03,2.11797,-0.440937
-1.6848e-03,2.12078,-0.449531
-1.6845e-03,2.11313,-0.460781
-1.6842e-03,2.10922,-0.433438
-1.6838e-03,2.11156,-0.463125
-1.6835e-03,2.09891,-0.4475
-1.6832e-03,2.08937,-0.451719
-1.6829e-03,2.09047,-0.47625
-1.6826e-03,2.08453,-0.465781
-1.6822e-03,2.07484,-0.468125
-1.6819e-03,2.08453,-0.475781
-1.6816e-03,2.07078,-0.459688
-1.6813e-03,2.06062,-0.469219
-1.6810e-03,2.06625,-0.484063
-1.6806e-03,2.05609,-0.467031
-1.6803e-03,2.04797,-0.467813
-1.6800e-03,2.05563,-0.491094
-1.6797e-03,2.03766,-0.464844
-1.6794e-03,2.03734,-0.486094
-1.6790e-03,2.03875,-0.502188
-1.6787e-03,2.02672,-0.490312
-1.6784e-03,2.02672,-0.4925
-1.6781e-03,2.01797,-0.510469
-1.6778e-03,2.00828,-0.489375
-1.6774e-03,2.00047,-0.505469
-1.6771e-03,2.00422,-0.506406
-1.6768e-03,1.99484,-0.501406
-1.6765e-03,1.99375,-0.507031
-1.6762e-03,1.98422,-0.504687
-1.6758e-03,1.98406,-0.492656
-1.6755e-03,1.98375,-0.50875
-1.6752e-03,1.97609,-0.511563
-1.6749e-03,1.96375,-0.499531
-1.6746e-03,1.95766,-0.52125
-1.6742e-03,1.94734,-0.519219
-1.6739e-03,1.95641,-0.508906
-1.6736e-03,1.93531,-0.520469
-1.6733e-03,1.93563,-0.527031
-1.6730e-03,1.92406,-0.526563
-1.6726e-03,1.92422,-0.538594
-1.6723e-03,1.91578,-0.52
-1.6720e-03,1.90984,-0.52875
-1.6717e-03,1.89984,-0.537969
-1.6714e-03,1.90031,-0.534531
-1.6710e-03,1.89984,-0.542344
-1.6707e-03,1.87797,-0.544063
-1.6704e-03,1.88766,-0.543438
-1.6701e-03,1.87516,-0.550312
-1.6698e-03,1.87734,-0.542969
-1.6694e-03,1.87187,-0.537188
-1.6691e-03,1.86234,-0.556562
-1.6688e-03,1.86578,-0.560625
-1.6685e-03,1.85281,-0.542969
-1.6682e-03,1.86828,-0.55
-1.6678e-03,1.84047,-0.567344
-1.6675e-03,1.83062,-0.544844
-1.6672e-03,1.83141,-0.556562
-1.6669e-03,1.83344,-0.566875
-1.6666e-03,1.81656,-0.554219
-1.6662e-03,1.80281,-0.579375
-1.6659e-03,1.80734,-0.558438
-1.6656e-03,1.80188,-0.565
-1.6653e-03,1.80469,-0.592969
-1.6650e-03,1.80266,-0.564531
-1.6646e-03,1.80391,-0.566875
-1.6643e-03,1.79141,-0.595469
-1.6640e-03,1.77687,-0.581875
-1.6637e-03,1.78953,-0.5825
-1.6634e-03,1.78594,-0.595156
-1.6630e-03,1.76391,-0.590313
-1.6627e-03,1.77984,-0.59
-1.6624e-03,1.76,-0.602344
-1.6621e-03,1.75391,-0.5925
-1.6618e-03,1.74844,-0.5975
-1.6614e-03,1.75172,-0.619062
-1.6611e-03,1.74797,-0.595938
-1.6608e-03,1.72141,-0.608906
-1.6605e-03,1.72656,-0.620313
-1.6602e-03,1.72047,-0.610469
-1.6598e-03,1.72656,-0.6325
-1.6595e-03,1.72047,-0.626406
-1.6592e-03,1.72516,-0.620156
-1.6589e-03,1.71375,-0.623906
-1.6586e-03,1.70984,-0.632031
-1.6582e-03,1.70609,-0.615
-1.6579e-03,1.69375,-0.645
-1.6576e-03,1.6825,-0.628125
-1.6573e-03,1.67375,-0.636563
-1.6570e-03,1.67938,-0.650469
-1.6566e-03,1.66859,-0.639687
-1.6563e-03,1.67344,-0.640625
-1.6560e-03,1.66953,-0.651094
-1.6557e-03,1.65609,-0.641094
-1.6554e-03,1.66391,-0.650156
-1.6550e-03,1.64328,-0.680625
-1.6547e-03,1.655,-0.669687
-1.6544e-03,1.63797,-0.659687
-1.6541e-03,1.64187,-0.676719
-1.6538e-03,1.63578,-0.663438
-1.6534e-03,1.63516,-0.665781
-1.6531e-03,1.62344,-0.688281
-1.6528e-03,1.62109,-0.681094
-1.6525e-03,1.60703,-0.677656
-1.6522e-03,1.60187,-0.69375
-1.6518e-03,1.59563,-0.681406
-1.6515e-03,1.59359,-0.693281
-1.6512e-03,1.59391,-0.7025
-1.6509e-03,1.57734,-0.701875
-1.6506e-03,1.58922,-0.69875
-1.6502e-03,1.56609,-0.720469
-1.6499e-03,1.57469,-0.694531
-1.6496e-03,1.56641,-0.699375
-1.6493e-03,1.56609,-0.709688
-1.6490e-03,1.55641,-0.697813
-1.6486e-03,1.56844,-0.717656
-1.6483e-03,1.54984,-0.721719
-1.6480e-03,1.55016,-0.710938
-1.6477e-03,1.54,-0.742188
-1.6474e-03,1.53375,-0.720938
-1.6470e-03,1.52953,-0.7175
-1.6467e-03,1.52422,-0.748281
-1.6464e-03,1.53313,-0.748281
-1.6461e-03,1.51516,-0.724375
-1.6458e-03,1.51984,-0.753281
-1.6454e-03,1.51219,-0.74875
-1.6451e-03,1.50641,-0.739375
-1.6448e-03,1.50359,-0.758906
-1.6445e-03,1.49875,-0.74875
-1.6442e-03,1.49687,-0.76375
-1.6438e-03,1.48547,-0.783125
-1.6435e-03,1.48219,-0.7575
-1.6432e-03,1.48047,-0.764687
-1.6429e-03,1.48094,-0.777031
-1.6426e-03,1.47266,-0.77
-1.6422e-03,1.46609,-0.7725
-1.6419e-03,1.46313,-0.789062
-1.6416e-03,1.46156,-0.774375
-1.6413e-03,1.45609,-0.791094
-1.6410e-03,1.45875,-0.795781
-1.6406e-03,1.44969,-0.775156
-1.6403e-03,1.44609,-0.782031
-1.6400e-03,1.43391,-0.807969
-1.6397e-03,1.43344,-0.781094
-1.6394e-03,1.42578,-0.806094
-1.6390e-03,1.425,-0.815156
-1.6387e-03,1.42797,-0.802188
-1.6384e-03,1.40922,-0.823906
-1.6381e-03,1.41609,-0.82
-1.6378e-03,1.39719,-0.805937
-1.6374e-03,1.39984,-0.827813
-1.6371e-03,1.39641,-0.830156
-1.6368e-03,1.39187,-0.811719
-1.6365e-03,1.39953,-0.839531
-1.6362e-03,1.37922,-0.824219
-1.6358e-03,1.37797,-0.831406
-1.6355e-03,1.36281,-0.853281
-1.6352e-03,1.37359,-0.850938
-1.6349e-03,1.35906,-0.834375
-1.6346e-03,1.36531,-0.853594
-1.6342e-03,1.35969,-0.865469
-1.6339e-03,1.35688,-0.858594
-1.6336e-03,1.34656,-0.8725
-1.6333e-03,1.33547,-0.860781
-1.6330e-03,1.335,-0.875625
-1.6326e-03,1.33359,-0.89
-1.6323e-03,1.34297,-0.8625
-1.6320e-03,1.33609,-0.874688
-1.6317e-03,1.32531,-0.894375
-1.6314e-03,1.31625,-0.882812
-1.6310e-03,1.32656,-0.892188
-1.6307e-03,1.31016,-0.9
-1.6304e-03,1.30719,-0.888906
-1.6301e-03,1.29031,-0.903906
-1.6298e-03,1.29859,-0.904687
-1.6294e-03,1.29359,-0.895313
-1.6291e-03,1.29313,-0.914687
-1.6288e-03,1.27906,-0.914062
-1.6285e-03,1.28375,-0.9025
-1.6282e-03,1.27281,-0.927969
-1.6278e-03,1.26156,-0.921406
-1.6275e-03,1.25984,-0.910312
-1.6272e-03,1.25484,-0.92375
-1.6269e-03,1.25547,-0.936094
-1.6266e-03,1.255,-0.914375
-1.6262e-03,1.2475,-0.945937
-1.6259e-03,1.23969,-0.951094
-1.6256e-03,1.23969,-0.950156
-1.6253e-03,1.24188,-0.967656
-1.6250e-03,1.22844,-0.949531
-1.6246e-03,1.23203,-0.951875
-1.6243e-03,1.22906,-0.971719
-1.6240e-03,1.20703,-0.954219
-1.6237e-03,1.22437,-0.967969
-1.6234e-03,1.20609,-0.974688
-1.6230e-03,1.20547,-0.960938
-1.6227e-03,1.20047,-0.978906
-1.6224e-03,1.19906,-0.983125
-1.6221e-03,1.19906,-0.986563
-1.6218e-03,1.19813,-0.9875
-1.6214e-03,1.19109,-1.00578
-1.6211e-03,1.18922,-1.00687
-1.6208e-03,1.17641,-1.01453
-1.6205e-03,1.17578,-1.01297
-1.6202e-03,1.16766,-0.99875
-1.6198e-03,1.18312,-1.01906
-1.6195e-03,1.16047,-1.02172
-1.6192e-03,1.15906,-1.01906
-1.6189e-03,1.15859,-1.04
-1.6186e-03,1.13984,-1.03797
-1.6182e-03,1.14859,-1.02859
-1.6179e-03,1.14578,-1.04719
-1.6176e-03,1.14062,-1.0575
-1.6173e-03,1.14625,-1.03
-1.6170e-03,1.14375,-1.05688
-1.6166e-03,1.11906,-1.06703
-1.6163e-03,1.11953,-1.05922
-1.6160e-03,1.12125,-1.06719
-1.6157e-03,1.11266,-1.06344
-1.6154e-03,1.11016,-1.06891
-1.6150e-03,1.10594,-1.09141
-1.6147e-03,1.09734,-1.06172
-1.6144e-03,1.09672,-1.09594
-1.6141e-03,1.09609,-1.10422
-1.6138e-03,1.0875,-1.06844
-1.6134e-03,1.09,-1.08906
-1.6131e-03,1.08531,-1.10797
-1.6128e-03,1.07937,-1.095
-1.6125e-03,1.07422,-1.11422
-1.6122e-03,1.07344,-1.11453
-1.6118e-03,1.07109,-1.09641
-1.6115e-03,1.055,-1.10953
-1.6112e-03,1.06828,-1.13422
-1.6109e-03,1.05828,-1.11484
-1.6106e-03,1.04609,-1.13813
-1.6102e-03,1.05594,-1.14688
-1.6099e-03,1.03219,-1.11984
-1.6096e-03,1.03906,-1.155
-1.6093e-03,1.04047,-1.15109
-1.6090e-03,1.03375,-1.14594
-1.6086e-03,1.01469,-1.16109
-1.6083e-03,1.03313,-1.16906
-1.6080e-03,1.00672,-1.16219
-1.6077e-03,1.00703,-1.17844
-1.6074e-03,1.01969,-1.17234
-1.6070e-03,1.00047,-1.17797
-1.6067e-03,1.01359,-1.19859
-1.6064e-03,0.997656,-1.18844
-1.6061e-03,0.992969,-1.18578
-1.6058e-03,0.999531,-1.20172
-1.6054e-03,0.994531,-1.19328
-1.6051e-03,0.976094,-1.21344
-1.6048e-03,0.974531,-1.22406
-1.6045e-03,0.968125,-1.21313
-1.6042e-03,0.9775,-1.22922
-1.6038e-03,0.977969,-1.23766
-1.6035e-03,0.979688,-1.21641
-1.6032e-03,0.95875,-1.22359
-1.6029e-03,0.967656,-1.24531
-1.6026e-03,0.961875,-1.23313
-1.6022e-03,0.939531,-1.26203
-1.6019e-03,0.945781,-1.25766
-1.6016e-03,0.951094,-1.25125
-1.6013e-03,0.93875,-1.27937
-1.6010e-03,0.947344,-1.28109
-1.6006e-03,0.928906,-1.27141
-1.6003e-03,0.93,-1.28328
-1.6000e-03,0.915312,-1.29313
-1.5997e-03,0.92125,-1.28234
-1.5994e-03,0.916719,-1.3075
-1.5990e-03,0.906406,-1.30781
-1.5987e-03,0.91,-1.2975
-1.5984e-03,0.895,-1.32297
-1.5981e-03,0.896563,-1.31859
-1.5978e-03,0.903594,-1.30953
-1.5974e-03,0.886719,-1.32656
-1.5971e-03,0.887188,-1.31859
-1.5968e-03,0.890938,-1.32188
-1.5965e-03,0.881719,-1.35328
-1.5962e-03,0.886875,-1.34516
-1.5958e-03,0.88,-1.34156
-1.5955e-03,0.875938,-1.37422
-1.5952e-03,0.866719,-1.35203
-1.5949e-03,0.86625,-1.37484
-1.5946e-03,0.848438,-1.385
-1.5942e-03,0.860313,-1.36844
-1.5939e-03,0.843281,-1.38266
-1.5936e-03,0.860469,-1.38688
-1.5933e-03,0.837969,-1.39453
-1.5930e-03,0.843906,-1.39719
-1.5926e-03,0.83875,-1.40312
-1.5923e-03,0.826875,-1.40078
-1.5920e-03,0.83,-1.42734
-1.5917e-03,0.826719,-1.42266
-1.5914e-03,0.806563,-1.41922
-1.5910e-03,0.807969,-1.43016
-1.5907e-03,0.817813,-1.43609
-1.5904e-03,0.800469,-1.43188
-1.5901e-03,0.826875,-1.46047
-1.5898e-03,0.806406,-1.44984
-1.5894e-03,0.799687,-1.44219
-1.5891e-03,0.818906,-1.46016
-1.5888e-03,0.79875,-1.47391
-1.5885e-03,0.799063,-1.46813
-1.5882e-03,0.795156,-1.49562
-1.5878e-03,0.794375,-1.48234
-1.5875e-03,0.783281,-1.48328
-1.5872e-03,0.78875,-1.50578
-1.5869e-03,0.7725,-1.48734
-1.5866e-03,0.767031,-1.48766
-1.5862e-03,0.762813,-1.50547
-1.5859e-03,0.762188,-1.50281
-1.5856e-03,0.781094,-1.51047
-1.5853e-03,0.759531,-1.52344
-1.5850e-03,0.755313,-1.51891
-1.5846e-03,0.756406,-1.51875
-1.5843e-03,0.754219,-1.53984
-1.5840e-03,0.748281,-1.53453
-1.5837e-03,0.745156,-1.53875
-1.5834e-03,0.750469,-1.55344
-1.5830e-03,0.733437,-1.53969
-1.5827e-03,0.743125,-1.5525
-1.5824e-03,0.732187,-1.57844
-1.5821e-03,0.720469,-1.55828
-1.5818e-03,0.72,-1.57641
-1.5814e-03,0.728125,-1.58172
-1.5811e-03,0.7275,-1.57313
-1.5808e-03,0.711094,-1.58078
-1.5805e-03,0.707344,-1.60062
-1.5802e-03,0.712969,-1.59641
-1.5798e-03,0.70125,-1.60234
-1.5795e-03,0.707031,-1.62187
-1.5792e-03,0.70375,-1.60047
-1.5789e-03,0.709531,-1.625
-1.5786e-03,0.710781,-1.62594
-1.5782e-03,0.7,-1.62078
-1.5779e-03,0.690781,-1.63891
-1.5776e-03,0.683594,-1.64906
-1.5773e-03,0.670625,-1.6375
-1.5770e-03,0.67375,-1.65609
-1.5766e-03,0.670781,-1.66156
-1.5763e-03,0.664219,-1.66078
-1.5760e-03,0.656719,-1.67531
-1.5757e-03,0.66625,-1.67484
-1.5754e-03,0.653125,-1.67734
-1.5750e-03,0.641875,-1.69875
-1.5747e-03,0.640781,-1.68047
-1.5744e-03,0.641094,-1.68406
-1.5741e-03,0.639531,-1.71484
-1.5738e-03,0.639062,-1.71391
-1.5734e-03,0.633437,-1.70813
-1.5731e-03,0.645156,-1.72672
-1.5728e-03,0.638125,-1.72734
-1.5725e-03,0.632188,-1.73828
-1.5722e-03,0.629219,-1.75734
-1.5718e-03,0.624219,-1.74391
-1.5715e-03,0.6175,-1.75578
-1.5712e-03,0.610781,-1.76828
-1.5709e-03,0.609219,-1.76594
-1.5706e-03,0.606563,-1.765
-1.5702e-03,0.601094,-1.78406
-1.5699e-03,0.59875,-1.77219
-1.5696e-03,0.59625,-1.79781
-1.5693e-03,0.595781,-1.79969
-1.5690e-03,0.602656,-1.775
-1.5686e-03,0.596094,-1.82328
-1.5683e-03,0.589375,-1.80859
-1.5680e-03,0.585938,-1.81047
-1.5677e-03,0.587031,-1.82188
-1.5674e-03,0.573125,-1.825
-1.5670e-03,0.572656,-1.835
-1.5667e-03,0.57125,-1.84813
-1.5664e-03,0.560937,-1.8475
-1.5661e-03,0.567969,-1.84094
-1.5658e-03,0.557188,-1.87734
-1.5654e-03,0.559531,-1.8625
-1.5651e-03,0.549531,-1.86438
-1.5648e-03,0.555312,-1.88891
-1.5645e-03,0.56,-1.87594
-1.5642e-03,0.542031,-1.8775
-1.5638e-03,0.537188,-1.90828
-1.5635e-03,0.548281,-1.89828
-1.5632e-03,0.540312,-1.9025
-1.5629e-03,0.545,-1.92344
-1.5626e-03,0.532813,-1.91984
-1.5622e-03,0.517969,-1.92953
-1.5619e-03,0.521875,-1.94938
-1.5616e-03,0.522656,-1.92891
-1.5613e-03,0.525938,-1.95219
-1.5610e-03,0.516406,-1.97172
-1.5606e-03,0.513437,-1.94984
-1.5603e-03,0.509687,-1.96891
-1.5600e-03,0.500625,-1.97641
-1.5597e-03,0.507812,-1.97063
-1.5594e-03,0.4925,-1.99859
-1.5590e-03,0.488438,-1.99125
-1.5587e-03,0.495469,-1.99141
-1.5584e-03,0.481094,-2.01875
-1.5581e-03,0.485313,-2.01766
-1.5578e-03,0.482813,-2.02484
-1.5574e-03,0.481719,-2.03984
-1.5571e-03,0.479375,-2.03437
-1.5568e-03,0.480938,-2.03047
-1.5565e-03,0.474375,-2.05484
-1.5562e-03,0.487969,-2.04094
-1.5558e-03,0.473125,-2.04891
-1.5555e-03,0.477969,-2.0625
-1.5552e-03,0.470781,-2.07484
-1.5549e-03,0.454688,-2.06578
-1.5546e-03,0.447656,-2.09187
-1.5542e-03,0.450313,-2.08375
-1.5539e-03,0.451406,-2.10016
-1.5536e-03,0.45,-2.10891
-1.5533e-03,0.446875,-2.09953
-1.5530e-03,0.446094,-2.12328
-1.5526e-03,0.4575,-2.12688
-1.5523e-03,0.447656,-2.11594
-1.5520e-03,0.435625,-2.13578
-1.5517e-03,0.427031,-2.15359
-1.5514e-03,0.414375,-2.14484
-1.5510e-03,0.430156,-2.15953
-1.5507e-03,0.420313,-2.16344
-1.5504e-03,0.410469,-2.1575
-1.5501e-03,0.418125,-2.17578
-1.5498e-03,0.405,-2.17953
-1.5494e-03,0.400625,-2.17609
-1.5491e-03,0.403906,-2.20125
-1.5488e-03,0.407969,-2.20063
-1.5485e-03,0.3975,-2.19797
-1.5482e-03,0.392656,-2.21813
-1.5478e-03,0.396406,-2.21937
-1.5475e-03,0.39875,-2.22719
-1.5472e-03,0.386875,-2.24047
-1.5469e-03,0.386094,-2.23484
-1.5466e-03,0.371719,-2.23078
-1.5462e-03,0.375,-2.26125
-1.5459e-03,0.382031,-2.24281
-1.5456e-03,0.372812,-2.26031
-1.5453e-03,0.372344,-2.28234
-1.5450e-03,0.361094,-2.26812
-1.5446e-03,0.373594,-2.2725
-1.5443e-03,0.360469,-2.29984
-1.5440e-03,0.361094,-2.28469
-1.5437e-03,0.368281,-2.29734
-1.5434e-03,0.360938,-2.31188
-1.5430e-03,0.336562,-2.29547
-1.5427e-03,0.347813,-2.31312
-1.5424e-03,0.334219,-2.33516
-1.5421e-03,0.340156,-2.33047
-1.5418e-03,0.332813,-2.34156
-1.5414e-03,0.349844,-2.35719
-1.5411e-03,0.327031,-2.33031
-1.5408e-03,0.328594,-2.35922
-1.5405e-03,0.319844,-2.35344
-1.5402e-03,0.316563,-2.35234
-1.5398e-03,0.315781,-2.37828
-1.5395e-03,0.31875,-2.38531
-1.5392e-03,0.316875,-2.38391
-1.5389e-03,0.318594,-2.40844
-1.5386e-03,0.306563,-2.40078
-1.5382e-03,0.297031,-2.39562
-1.5379e-03,0.305938,-2.42687
-1.5376e-03,0.2875,-2.42875
-1.5373e-03,0.297812,-2.42531
-1.5370e-03,0.285,-2.45094
-1.5366e-03,0.280625,-2.44031
-1.5363e-03,0.289219,-2.44828
-1.5360e-03,0.279844,-2.45891
-1.5357e-03,0.287344,-2.45781
-1.5354e-03,0.286094,-2.46219
-1.5350e-03,0.274062,-2.47703
-1.5347e-03,0.273438,-2.47531
-1.5344e-03,0.274062,-2.49156
-1.5341e-03,0.262969,-2.50703
-1.5338e-03,0.247344,-2.495
-1.5334e-03,0.274219,-2.51391
-1.5331e-03,0.272656,-2.53031
-1.5328e-03,0.25,-2.51172
-1.5325e-03,0.2525,-2.53078
-1.5322e-03,0.242813,-2.54125
-1.5318e-03,0.245156,-2.53031
-1.5315e-03,0.2475,-2.54563
-1.5312e-03,0.241406,-2.56312
-1.5309e-03,0.249375,-2.55266
-1.5306e-03,0.245781,-2.57094
-1.5302e-03,0.230938,-2.57125
-1.5299e-03,0.232969,-2.57281
-1.5296e-03,0.238594,-2.58937
-1.5293e-03,0.235156,-2.59297
-1.5290e-03,0.232656,-2.59
-1.5286e-03,0.222188,-2.61344
-1.5283e-03,0.216562,-2.59719
-1.5280e-03,0.226562,-2.59422
-1.5277e-03,0.2075,-2.62484
-1.5274e-03,0.215781,-2.62844
-1.5270e-03,0.211406,-2.62688
-1.5267e-03,0.195781,-2.65797
-1.5264e-03,0.202344,-2.64188
-1.5261e-03,0.2,-2.65609
-1.5258e-03,0.198594,-2.67125
-1.5254e-03,0.188438,-2.66188
-1.5251e-03,0.186875,-2.66875
-1.5248e-03,0.165156,-2.69453
-1.5245e-03,0.186719,-2.67094
-1.5242e-03,0.176094,-2.69453
-1.5238e-03,0.171094,-2.71
-1.5235e-03,0.174687,-2.6975
-1.5232e-03,0.173437,-2.70859
-1.5229e-03,0.175469,-2.72156
-1.5226e-03,0.170469,-2.71516
-1.5222e-03,0.162812,-2.74375
-1.5219e-03,0.1675,-2.74109
-1.5216e-03,0.150625,-2.73406
-1.5213e-03,0.157188,-2.75781
-1.5210e-03,0.152656,-2.75672
-1.5206e-03,0.15125,-2.76031
-1.5203e-03,0.137656,-2.76422
-1.5200e-03,0.141563,-2.76297
-1.5197e-03,0.139219,-2.77391
-1.5194e-03,0.130781,-2.79953
-1.5190e-03,0.142187,-2.79172
-1.5187e-03,0.140469,-2.79359
-1.5184e-03,0.121094,-2.82078
-1.5181e-03,0.127969,-2.80797
